Species Name,Stats,Basic Information,Evolutions,Size,Breeding Information,Diet,Habitat,Capabilities,Skills,Level Up Moves,TM/HM Moves,Tutor Moves
GROTLE,"HP:   8
Attack:  9
Defense:  9
Special Attack: 6
Special Defense: 7
Speed:   4
","[T: Grass]
[BA: Shell Armor, Discipline]
[AA: Filter, Sturdy ]
[HA: Courage   High Abilities: Shell Armor   ]","1: Turtwig  
2: Grotle Minimum 15  
3: Torterra Minimum 30   
","Height: 3’ 7”
Weight: 213.8 lbs.","Gender Ratio: 87.5%
Egg Group: Monster, Plant
","Herbivore
Phototroph","Forest
Marsh
Rainforest","Overland 5
Swim 2
Jump 1/1
Power 4
Naturewalk (Grassland, Forest)
Underdog","
Athl 3d6
Acro 2d6
Combat 3d6
Stealth 2d6
Percep 2d6
Focus 4d6+2","  5  Withdraw - Water
  9  Absorb - Grass
 13  Razor Leaf - Grass
 17 Curse - Ghost
 22  Bite - Dark
 27  Mega Drain - Grass
 32  Leech Seed - Grass
 37  Synthesis - Grass
 42  Crunch - Dark
 47  Giga Drain - Grass
 52  Leaf Storm - Grass","  A1 Cut, A4 Strength, 06 Toxic, 10 Hidden 
Power, 11 Sunny Day, 16 Light Screen, 17 Protect, 20 Safeguard, 21 Frustration, 22 Solar Beam, 27 Return, 32 Double Team, 33 Reflect, 42 Facade, 44 Rest, 45 Attract, 48 Round, 53 Energy Ball, 70 Flash, 75 Swords Dance, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 90 Substitute, 94 Rock Smash 
","
 Bullet Seed, Earth Power, Giga Drain, Grass 
Pledge, Iron Tail, Mud-Slap, Natural Gift, Rock Climb, Secret Power, Seed Bomb, Sleep Talk, Snore, Stealth Rock, Superpower, Synthesis, Worry Seed
"
TORTERRA,"HP:   10
Attack:  11
Defense:  11
Special Attack: 8
Special Defense: 9
Speed:   4
","[T: Grass, Ground]
[BA: Shell Armor, Discipline]
[AA: Filter, Sturdy ]
[HA: Courage   ]","1: Turtwig  
2: Grotle Minimum 15  
3: Torterra Minimum 30   
","Height: 7’ 3”
Weight: 683.4 lbs.","Gender Ratio: 87.5%
Egg Group: Monster, Plant
","Herbivore
Phototroph","Forest
Marsh
Rainforest","Overland 6
Swim 3
Jump 1/1
Power 7
Ground-shaper
Naturewalk (Grassland, Forest)
Planter
Mountable 2","
Athl 4d6
Acro 1d6
Combat 4d6+2
Stealth 1d6
Percep 3d6
Focus 6d6+2"," 5  Withdraw - Water
 9  Absorb - Grass
 13  Razor Leaf - Grass
 17  Curse - Ghost
 22  Bite - Dark
 27  Mega Drain - Grass
 32  Earthquake - Ground
 33  Leech Seed - Grass
 39  Synthesis - Grass
 45  Crunch - Dark
 51  Giga Drain - Grass
 57  Leaf Storm - Grass","  A1 Cut, A4 Strength, 05 Roar, 06 Toxic, 10 
Hidden Power, 11 Sunny Day, 15 Hyper Beam, 16 Light Screen, 17 Protect, 20 Safeguard, 21 Frustra-tion, 22 Solar Beam, 26 Earthquake, 27 Return, 32 Double Team, 33 Reflect, 37 Sandstorm, 39 Rock Tomb, 42 Facade, 44 Rest, 45 Attract, 48 Round, 53 Energy Ball, 68 Giga Impact, 69 Rock Polish, 70 Flash, 71 Stone Edge, 75 Swords Dance, 78 Bull-doze, 80 Rock Slide, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 90 Substitute, 94 Rock Smash  
","
 Block, Bullet Seed , Earth Power , Frenzy 
Plant , Giga Drain, Grass Pledge, Earth Power , Iron 
Head, Iron Tail, Mud-Slap, Natural Gift, Outrage, Rock Climb, Secret Power, Seed Bomb , Sleep Talk, 
Snore, Stealth Rock, Superpower, Synthesis, Wood Hammer(N), Worry Seed
"
SNIVY,"HP:   5
Attack:  5
Defense:  6
Special Attack: 5
Special Defense: 6
Speed:   6
","[T: Grass]
[BA: Instinct, Intimidate]
[AA: Chlorophyll, Contrary ]
[HA: Courage   ]","1: Snivy  
2: Servine Minimum 15  
3: Serperior Minimum 30   
","Height: 2’ 0”
Weight: 17.9. lbs.","Gender Ratio: 87.5%
Egg Group: Field, Plant
Average Hatch Rate: 10 Days   
",Herbivore,"Forest
Rainforest","Overland 5
Swim 3
Jump 1/2
Power 2
Naturewalk (Grassland, Forest)
Stealth
Underdog","
Athl 2d6
Acro 3d6
Combat 2d6
Stealth 3d6+3
Per -
cep 3d6
Focus 3d6+2","  1  Tackle - Normal
  4  Leer - Normal
  7  Vine Whip - Grass
  10  Wrap - Normal
  13  Growth - Normal
  16  Leaf Tornado - Grass
  19  Leech Seed - Grass
  22  Mega Drain - Grass
  25  Slam - Normal
  28  Leaf Blade - Grass
  31  Coil - Poison
  34  Giga Drain - Grass
  37  Wring Out - Normal
  40  Gastro Acid - Poison
  43  Leaf Storm - Grass"," A1 Cut, 04 Calm Mind, 06 Toxic, 10 Hidden 
Power, 11 Sunny Day, 12 Taunt, 16 Light Screen, 17 Protect, 20 Safeguard, 21 Frustration, 22 Solar Beam, 27 Return, 32 Double Team, 33 Reflect, 40 Aerial Ace, 41 Torment, 42 Facade, 44 Rest, 45 Attract, 48 Round, 53 Energy Ball, 70 Flash, 75 Swords Dance, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 90 Substi-tute, 96 Nature Power
Egg Move List
 Captivate,:, Grassy Terrain, Iron Tail, 
Magical Leaf, Mean Look, Mirror Coat, Natural Gift, Pursuit, Sweet Scent, Twister 
"," 
 Aqua Tail, Bind, Gastro Acid, Giga Drain, 
Grass Pledge, Iron Tail, Knock Off, Seed Bomb , 
Sleep Talk, Snatch, Snore, Synthesis, Worry Seed
"
SERVINE,"HP:   6 
Attack:  6
Defense:  8
Special Attack: 6
Special Defense: 8
Speed:   8
","[T: Grass]
[BA: Instinct, Intimidate]
[AA: Chlorophyll, Contrary ]
[HA: Courage   ]","1: Snivy  
2: Servine Minimum 15  
3: Serperior Minimum 30   
","Height: 2’ 07”
Weight: 35.3 lbs.","Gender Ratio: 87.5%
Egg Group: Field, Plant

","Herbivore
Phototroph","Forest
Rainforest","Overland 6
Swim 4
Jump 2/2
Power 3
Naturewalk (Grassland, Forest)
Stealth
Underdog","
Athl 3d6
Acro 4d6
Combat 3d6
Stealth 4d6+3
Percep
4d6
Focus 4d6+2"," 4  Leer - Normal
 7  Vine Whip - Grass
 10  Wrap - Normal
 13  Growth - Normal
 16  Leaf Tornado - Grass
 20  Leech Seed - Grass
 24  Mega Drain - Grass
 28  Slam - Normal
 32  Leaf Blade - Grass
 36  Coil - Poison
 40  Giga Drain - Grass
 44  Wring Out - Normal
 48  Gastro Acid - Poison
 52  Leaf Storm - Grass","  A1 Cut, 04 Calm Mind, 
  Type : Water / Rock  Basic Ability 1: Natural Cure  Basic Ability 2: Regenerator  Adv Ability 1: Hustle  Adv Ability 2:  Solid Rock  High Ability: Refreshing Veil
  , 10 Hidden 
Power, 11 Sunny Day, 12 Taunt, 16 Light Screen, 17 Protect, 20 Safeguard, 21 Frustration, 22 Solar Beam , 27 Return, 32 Double Team, 33 Reflect, 40 
Aerial Ace, 41 Torment, 42 Facade, 44 Rest, 45 At-tract, 48 Round, 53 Energy Ball, 70 Flash, 75 Swords Dance, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 90 Substitute, 96 Nature Power
"," 
 Aqua Tail, Bind, Gastro Acid, Giga Drain, 
Grass Pledge, Iron Tail, Knock Off, Seed Bomb , 
Sleep Talk, Snatch, Snore, Synthesis, Worry Seed
"
SERPERIOR,"HP:   8
Attack:  8
Defense:  10
Special Attack: 8
Special Defense: 10
Speed:   11
","[T: Grass]
[BA: Instinct, Regal Challenge]
[AA: Chlorophyl , Contrary ]
[HA: Courage   ]","1: Snivy  
2: Servine Minimum 15  
3: Serperior Minimum 30   
","Height: 10’ 10”
Weight: 138.9 lbs.","Gender Ratio: 87.5%
Egg Group: Field, Plant

","Herbivore
Phototroph","Forest
Rainforest","Overland 8
Swim 5
Jump 3/2
Power 5
Naturewalk (Grassland, Forest)
Stealth","
Athl 3d6
Acro 4d6
Combat 4d6
Stealth 5d6+3
Per -
cep 5d6+2
Focus 6d6"," 4  Leer - Normal
 7  Vine Whip - Grass
 10  Wrap - Normal
 13  Growth - Normal
 16  Leaf Tornado - Grass
 20  Leech Seed - Grass
 24  Mega Drain - Grass
 28  Slam - Normal
 32  Leaf Blade - Grass
 38  Coil - Poison
 44  Giga Drain - Grass
 50  Wring Out - Normal
 56  Gastro Acid - Poison
 62  Leaf Storm - Grass","  A1 Cut, A4 Strength, 04 Calm Mind, 06 
Toxic, 10 Hidden Power, 11 Sunny Day, 12 Taunt, 15 Hyper Beam, 16 Light Screen, 17 Protect, 20 Safe-guard, 21 Frustration, 22 Solar Beam, 27 Return, 32 Double Team, 33 Reflect, 40 Aerial Ace, 41 Torment, 42 Facade, 44 Rest, 45 Attract, 48 Round, 53 Energy Ball, 68 Giga Impact, 70 Flash, 75 Swords Dance, 82 Dragon Tail, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 90 Substitute, 94 Rock Smash, 96 Nature Power 
"," 
 Aqua Tail, Bind, Dragon Pulse, Frenzy Plant, 
Gastro Acid, Giga Drain, Grass Pledge, Iron Tail, Knock Off, Outrage, Seed Bomb , Sleep Talk, Snatch, 
Snore, Synthesis, Worry Seed
"
CHESPIN,"HP:   6
Attack:  6
Defense:  7
Special Attack: 5
Special Defense: 5
Speed:   4
","[T: Grass]
[BA: Bulletproof, Battle Armor]
[AA: Bodyguard, Discipline ]
[HA: Courage   ]","1: Chespin  
2: Quilladin Minimum 15  
3: Chesnaught Minimum 30    
","Height: 1’ 04”
Weight: 19.8 lbs.","Gender Ratio: 87.5%
Egg Group: Field
Average Hatch Rate: 10 Days
  
",Herbivore,"Forest
Grassland
Rainforest","Overland 4
Swim 2
Jump 1/2
Power 2
Naturewalk (Grassland, Forest)
Underdog","
Athl 3d6
Acro 2d6
Combat 2d6
Stealth 2d6
Percep 2d6
Focus 3d6+1"," 1  Tackle - Normal
 1 Growl - Normal
 5 Vine Whip - Grass
 8 Rollout - Rock
 15  Leech Seed - Grass
 18  Pin Missile - Bug
 21 Needle Arm - Grass
 27 Take Down - Normal
 32  Seed Bomb - Grass
 35  Mud Shot - Ground
 39  Bulk Up - Fighting
 42  Body Slam - Normal
 45  Pain Split - Normal
 48  Wood Hammer - Grass"," A1 Cut, A4 Strength, 05 Roar, 06 Toxic, 08 Bulk Up, 10 Hidden Power, 11 Sunny Day, 12 Taunt, 17 Pro-tect, 21 Frustration, 22 Solar Beam, 23 Smack Down, 27 Return, 28 Dig, 31 Brick Break, 32 Double Team, 33 Reflect, 36 Sludge Bomb, 39 Rock Tomb, 40 Aerial Ace, 42 Facade, 44 Rest, 45 Attract, 47 Low Sweep, 48 Round, 53 Energy Ball, 56 Fling, 65 Shadow Claw,  66 Payback, 67 Retaliate, 70 Flash, 71 Stone Edge, 74 Gyro Ball, 75 Swords Dance, 78 Bulldoze, 80 Rock Slide, 84 Poison Jab, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 90 Substitute, 94 Rock Smash, 96 Nature Power,  98 Power-Up Punch, 100 Confide  
Egg Move ListBelly Drum, Curse, Defense Curl, Quick Guard, Roll-out, Spikes, Synthesis
"," 
Drain Punch, Dual Chop, Endeavor, Focus Punch, Giga Drain, Grass Pledge, Helping Hand, Iron De-fense, Iron Head, Iron Tail, Low Kick, Pain Split, Seed Bomb, Snore, Super Fang, Superpower, Synthesis, Thunder Punch, Worry Seed
"
QUIILLADIN,"HP:   6
Attack:  8,,`
Type : Rock Basic Ability 1: Clear Body  Adv Ability 1: Sturdy  Adv Ability 2: Battle Armor  High Ability: Adaptability

Type : Rock Basic Ability 1: Clear Body  Adv Ability 1: Sturdy  Adv Ability 2: Battle Armor  High Ability: Adaptability

Type : RockBasic Ability 1: Clear Body  Adv Ability 1: Sturdy  Adv Ability 2: Battle Armor  High Ability: Adaptability

Type : Rock Basic Ability 1: Clear Body  Adv Ability 1: Sturdy  Adv Ability 2: Battle Armor  High Ability: Adaptability

Type : Rock Basic Ability 1: Clear Body  Adv Ability 1: Sturdy  Adv Ability 2: Battle Armor  High Ability: Adaptability

Defense:  10
Special Attack: 6
Special Defense: 6
Speed:   6
","[T: Grass]
[BA: Bulletproof, Battle Armor]
[AA: Bodyguard, Discipline ]
[HA: Courage   ]","1: Chespin  
2: Quilladin Minimum 15  
3: Chesnaught Minimum 30    
","Height: 2’ 04”
Weight: 63.9 lbs.","Gender Ratio: 87.5%
Egg Group: Field

",Herbivore,"Forest
Grassland
Rainforest","Overland 5
Swim 3
Jump 1/2
Power 3
Naturewalk (Grassland, Forest)
Underdog","
Athl 4d6+2
Acro 2d6
Combat 3d6+1
Stealth 2d6
Percep 2d6
Focus 4d6+1"," 1  Tackle - Normal
 1 Growl - Normal
 5 Vine Whip - Grass
 8 Rollout - Rock
 15  Leech Seed - Grass
 20  Pin Missile - Bug
 26 Needle Arm - Grass
 30 Take Down - Normal
 35  Seed Bomb - Grass
 39  Mud Shot - Ground
 44  Bulk Up - Fighting
 48  Body Slam - Normal
 52  Pain Split - Normal
 55  Wood Hammer - Grass"," A1 Cut, A4 Strength, 01 Hone Claws, 05 Roar, 06 Toxic, 08 Bulk Up, 10 Hidden Power, 11 Sunny Day, 12 Taunt, 17 Protect, 21 Frustration, 22 Solar Beam, 23 Smack Down, 27 Return, 28 Dig, 31 Brick Break, 32 Double Team, 33 Reflect, 36 Sludge Bomb, 39 Rock Tomb, 40 Aerial Ace, 42 Facade, 44 Rest, 45 Attract, 47 Low Sweep, 48 Round, 53 Energy Ball, 56 Fling, 65 Shadow Claw,  66 Payback, 67 Retaliate, 70 Flash, 71 Stone Edge, 74 Gyro Ball, 75 Swords Dance, 78 Bulldoze, 80 Rock Slide, 84 Poison Jab, 86 Grass Knot , 87 Swagger, 88 Sleep Talk, 90 Substitute, 94 
Rock Smash , 96 Nature Power, 98 Power-Up Punch, 
100 Confide  
"," 
Drain Punch, Dual Chop, Endeavor, Focus Punch, Giga Drain, Grass Pledge, Helping Hand, Iron De-fense, Iron Head, Iron Tail, Low Kick, Pain Split, Seed Bomb, Snore, Super Fang, Superpower, Synthesis, Thunder Punch, Worry Seed, Zen Headbutt
"
CHESNAUGHT,"HP:   9
Attack:  11
Defense:  12
Special Attack: 7
Special Defense: 8
Speed:   6
","[T: Grass, Fighting]
[BA: Bulletproof, Battle Armor]
[AA: Bodyguard, Discipline ]
[HA: Courage   ]","1: Chespin  
2: Quilladin Minimum 15  
3: Chesnaught Minimum 30    
","Height: 5’ 03”
Weight: 198.4 lbs.","Gender Ratio: 87.5%
Egg Group: Field

",Herbivore,"Forest
Grassland
Rainforest","Overland 7
Swim 4
Jump 2/2
Power 7
Naturewalk (Grassland, Forest)
","
Athl 5d6+2
Acro 2d6
Combat 5d6
Stealth 2d6
Per -
cep 3d6
Focus 4d6+1"," 1  Tackle - Normal
 1 Growl - Normal
 5 Vine Whip - Grass
 8 Rollout - Rock
 15  Leech Seed - Grass
 20  Pin Missile - Bug
 26 Needle Arm - Grass
 30 Take Down - Normal
 30 Spiky Shield - Grass
 35  Seed Bomb - Grass
 41  Mud Shot - Ground
 44  Bulk Up - Fighting
 48  Body Slam - Normal
 52  Pain Split - Normal
 55  Wood Hammer - Grass
 60  Hammer Arm - Fighting
 70  Giga Impact - Normal"," A1 Cut, A4 Strength, 01 Hone Claws, 02 Dragon Claw, 05 Roar, 06 Toxic, 08 Bulk Up, 10 Hidden Power, 11 Sunny Day, 12 Taunt, 15 Hyper Beam, 17 Protect, 21 Frustration, 22 Solar Beam, 23 Smack Down, 26 Earthquake, 27 Return, 28 Dig, 31 Brick Break , 32 Double Team, 33 Reflect, 36 Sludge Bomb, 
39 Rock Tomb, 40 Aerial Ace, 42 Facade, 44 Rest, 45 Attract, 47 Low Sweep, 48 Round, 52 Focus Blast, 53 Energy Ball, 56 Fling, 65 Shadow Claw,  66 Pay-back, 67 Retaliate, 68 Giga Impact, 70 Flash, 71 Stone Edge, 74 Gyro Ball, 75 Swords Dance, 78 Bulldoze, 80 Rock Slide, 84 Poison Jab, 86 Grass Knot, 87 Swag-ger, 88 Sleep Talk, 90 Substitute, 94 Rock Smash, 96 Nature Power, 98 Power-Up Punch, 100 Confide  
"," 
Belly Drum (N), Block, Drain Punch, Dual Chop, Endeavor, Feint (N), Focus Punch, Giga Drain, Frenzy Plant, Grass Pledge, Hammer Arm (N),Helping Hand, Iron Defense, Iron Head, Iron Tail, Low Kick, Pain Split, Seed Bomb, Snore, Super Fang, Superpower, Synthesis, Thunder Punch, Worry Seed, Zen Headbutt
"
CHARMANDER,"HP:   4
Attack:  5
Defense:  4
Special Attack: 6
Special Defense: 5
Speed:   7
","[T: Fire]
[BA: Flame Body, Rattled]
[AA: Solar Power, White Flame]
[HA: Courage   ]","1: Charmander    
2: Charmeleon Minimum 15   
3: Charizard Minimum 30    
","Height: 2’ 0”
Weight: 18.7 lbs.","Gender Ratio: 87.5%
Egg Group: Monster, Dragon
Average Hatch Rate: 10 Days   
",Herbivore,"Cave
Mountain","Overland 5
Swim 3
Jump 1/1
Power 2
Firestarter
Glow
Naturewalk (Mountain)
Underdog","
Athl 2d6+2
Acro 3d6
Combat 2d6
Stealth 3d6
Percep 2d6
Focus 2d6"," 1  Scratch - Normal
 3  Growl - Normal
 7  Ember - Fire
 10  Smokescreen - Normal
 16  Dragon Rage - Dragon
 19  Scary Face - Normal
 25  Fire Fang - Fire
 28  Flame Burst - Fire
 34  Slash - Normal
 37  Flamethrower - Fire
 43  Fire Spin - Fire
 46  Inferno - Fire","  A1 Cut, A4 Strength, 01 Hone Claws, 02 
Dragon Claw, 06 Toxic, 10 Hidden Power, 11 Sunny Day, 17 Protect, 21 Frustration, 27 Return, 28 Dig, 31 Brick Break, 32 Double Team, 35 Flamethrower, 38 Fire Blast, 39 Rock Tomb, 40 Aerial Ace, 42 Facade, 43 Flame Charge, 44 Rest, 45 Attract, 48 Round, 49 Echoed Voice, 50 Overheat, 56 Fling, 59 Incinerate, 61 Will-O-Wisp, 65 Shadow Claw, 75 Swords Dance, 80 Rock Slide, 87 Swagger, 88 Sleep Talk, 90 Substitute, 94 Rock Smash, 98 Power-Up Punch, 100 Confide 
Egg Move List
 Air Cutter, Ancient Power, Beat Up, Belly 
Drum, Bite, Counter, Crunch, Dragon Dance, Dragon Rush, Flare Blitz, Focus Punch, Metal Claw, Outrage, Rock Slide, Swords Dance   ","  Body Slam, Counter, Defense Curl, Double-
Edge, Dynamic Punch, Fire Pledge, Fire Punch, Fury Cutter, Heat Wave , Iron Tail, Mega Kick, Mega 
Punch, Mud-Slap, Outrage, Rage, Seismic Toss, Sleep Talk,  Snore, Swift, Thunder Punch
"
CHARMELEON,"HP:   6
Attack:  6
Defense:  6
Special Attack: 8
Special Defense: 7
Speed:   8
","[T: Fire]
[BA: Flame Body, Intimidate]
[AA: Solar Power, White Flame]
[HA: Courage   ]","1: Charmander    
2: Charmeleon Minimum 15   
3: Charizard Minimum 30    
","Height: 3’ 7”
Weight: 41.9 lbs.","Gender Ratio: 87.5%
Egg Group: Monster, Dragon
",Carnivore,"Cave
Mountain","Overland 6
Swim 4
Jump 1/1
Power 4
Firestarter
Glow
Naturewalk (Mountain)
Underdog","
Athl 4d6+2
Acro 3d6
Combat 3d6+2
Stealth 3d6
Percep 2d6
Focus 3d6"," 7  Ember - Fire
 10  Smokescreen - Normal
 17  Dragon Rage - Dragon
 21  Scary Face - Normal
 28  Fire Fang - Fire
 32  Flame Burst - Fire
 39  Slash - Normal
 43  Flamethrower - Fire
 50  Fire Spin - Fire
 54  Inferno - Fire","  A1 Cut, A4 Strength, 01 Hone Claws, 02 
Dragon Claw, 06 Toxic, 10 Hidden Power, 11 Sunny Day, 17 Protect, 21 Frustration, 27 Return, 28 Dig, 31 Brick Break, 32 Double Team, 35 Flamethrower, 38 Fire Blast , 39 Rock Tomb, 40 Aerial Ace, 42 Facade, 
43 Flame Charge, 44 Rest, 45 Attract, 48 Round, 49 Echoed Voice, 50 Overheat, 56 Fling, 59 Inciner -
ate, 61 Will-O-Wisp, 65 Shadow Claw, 75 Swords 
Dance, 80 Rock Slide, 87 Swagger, 88 Sleep Talk, 90 Substitute, 94 Rock Smash, 98 Power-Up Punch, 100 Confide 
","
  Body Slam, Counter, Defense Curl, 
Double-Edge, Dynamic Punch, Fire Pledge, Fire Punch, Focus Punch, Fury Cutter, Heat Wave , Iron 
Tail, Outrage, Mega Kick, Mega Punch, Metal Claw, Mud-Slap, Rage, Seismic Toss, Sleep Talk, Snore, Swift, Thunder Punch 
"
CHARIZARD,"HP:   8
Attack:  8
Defense:  8
Special Attack: 11
Special Defense: 9
Speed:   10
","[T: Fire, Flying]
[BA: Flame Body, Intimidate]
[AA: Solar Power, White Flame]
[HA: Courage   ]","1: Charmander    
2: Charmeleon Minimum 15   
3: Charizard Minimum 30    
","Height: 5’ 7”
Weight: 199.5 lbs.","Gender Ratio: 87.5%
Egg Group: Monster, Dragon
",Carnivore,"Cave
Mountain","Overland 6
Swim 5
Sky 8
Jump 2/3
Power 8
Firestarter
Glow
Heater
Naturewalk (Mountain)
Mountable 1","
Athl 5d6+2
Acro 3d6
Combat 4d6+3
Stealth 1d6
Percep 2d6
Focus 4d6"," 7  Ember - Fire
 10  Smokescreen - Normal
 17  Dragon Rage - Dragon
 21  Scary Face - Normal
 28  Fire Fang - Fire
 32  Flame Burst - Fire
 36  Wing Attack - Flying
 41  Slash - Normal
 47  Flamethrower - Fire
 56  Fire Spin - Fire
 62  Inferno - Fire
 71  Heat Wave - Fire
 77  Flare Blitz - Fire"," 
A1 Cut, A2 Fly, A4 Strength, 01 Hone Claws, 02 Dragon Claw, 05 Roar, 06 Toxic, 10 Hidden Power, 11 Sunny Day, 15 Hyper Beam, 17 Protect, 19 Roost, 21 Frustration, 22 Solar Beam, 26 Earthquake, 27 Return, 28 Dig, 31 Brick Break, 32 Double Team, 35 Flamethrower, 38 Fire Blast, 39 Rock Tomb, 40 Aerial Ace, 42 Facade, 43 Flame Charge, 44 Rest, 45 Attract, 48 Round, 49 Echoed Voice, 50 Overheat, 51 Steel Wing, 52 Focus Blast, 56 Fling, 58 Sky Drop, 59 Incinerate, 61 Will-O-Wisp, 65 Shadow Claw, 68 Giga Impact, 75 Swords Dance, 78 Bulldoze, 80 Rock Slide, 82 Dragon Tail, 87 Swagger, 88 Sleep Talk, 90 Substitute, 94 Rock Smash, 98 Power-Up Punch, 100 Confide 
","
 Air Cutter , Air Slash(N), Blast Burn, Body Slam, Counter, 
Defense Curl, Double-Edge, Dragon Claw(N), Dragon Pulse, Dynamic Punch, Fire Pledge, Fire Punch, Focus Punch, Fury Cutter, Growl, Heat Wave , Hold Hands, Iron Tail, Mega Kick, 
Mega Punch, Metal Claw, Mud-Slap, Ominous Wind, Outrage, Rage, Roost, Seismic Toss, Shadow Claw(N), Sleep Talk, Snore, 
Steel Wing, Swift, Tailwind, Thunder Punch, Twister
"
CYNDAQUIL,"HP:   4
Attack:  5
Defense:  4
Special Attack: 6
Special Defense: 5
Speed:   7
","[T: Fire]
[BA: Run Away, Flame Body]
[AA: Celebrate, Flash Fire]
[HA: Courage   ]","1: Cyndaquil  
2: Quilava Minimum 15  
3: Typhlosion Minimum 30   
","Height: 1’ 8”
Weight: 17.4 lbs.","Gender Ratio: 87.5%
Egg Group: Field
Average Hatch Rate: 10 Days   
",Herbivore,"Cave
Mountain","Overland 5
Swim 3
Jump 1/1
Burrow 2
Power 2
Firestarter
Heater
Glow
Naturewalk (Grasslands)
Underdog","
Athl 2d6+2
Acro 2d6
Combat 2d6
Stealth 3d6+3
Percep 3d6
Focus 2d6"," 1  Tackle - Normal
 1  Leer - Normal
 6  Smokescreen - Normal
 10  Ember - Fire
 13  Quick Attack - Normal
 19  Flame Wheel - Fire
 22  Defense Curl - Normal
 28  Flame Charge - Fire
 31  Swift - Normal
 37  Lava Plume - Fire
 40  Flamethrower - Fire
 46  Inferno - Fire
 49  Rollout - Rock
 55  Double-Edge - Normal
 58  Eruption - Fire","  A1 Cut, 06 Toxic, 10 Hidden Power, 11 Sunny 
Day, 17 Protect, 21 Frustration, 27 Return, 28 Dig, 32 Double Team, 35 Flamethrower, 38 Fire Blast, 40 Aerial Ace, 42 Facade, 43 Flame Charge, 44 Rest, 45 Attract, 48 Round, 50 Overheat, 59 Incinerate, 61 Will-O-Wisp, 87 Swagger, 88 Sleep Talk, 90 Substi-tute, 93 Wild Charge, 96 Nature Power
Egg Move List
 Covet, Crush Claw, Double Kick, Double-
Edge, Extrasensory, Flame Burst, Flare Blitz, Foresight, Fury Swipes, Howl, Nature Power, Quick Attack, Reversal, Thrash   ","  Body Slam, Covet, Fire Pledge, Heat Wave , 
Mud-Slap, Rollout, Sleep Talk, Snore 
"
QUILAVA,"HP:   6
Attack:  6
Defense:  6
Special Attack: 8
Special Defense: 7
Speed:   8
","[T: Fire]
[BA: Run Away, Flame Body]
[AA: Celebrate, Flash Fire]
[HA: Courage   ]","1: Cyndaquil  
2: Quilava Minimum 15  
3: Typhlosion Minimum 30   
","Height: 2’ 11”
Weight: 41.9 lbs.","Gender Ratio: 87.5%
Egg Group: Field
",Carnivore,"Cave
Mountain","Overland 7
Swim 4
Jump 2/2
Burrow 3
Power 3
Firestarter
Heater
Glow
Naturewalk (Grasslands)
Underdog","
Athl 4d6+2
Acro 3d6
Combat 3d6
Stealth 4d6+3
Percep 3d6+3
Focus 3d6"," 6  Smokescreen - Normal
 10  Ember - Fire
 13  Quick Attack - Normal
 20  Flame Wheel - Fire
 24  Defense Curl - Normal
 31  Swift - Normal
 35  Flame Charge - Fire
 42  Lava Plume - Fire
 46  Flamethrower - Fire
 53  Inferno - Fire
 57  Rollout - Rock
 64  Double-Edge - Normal
 68  Eruption - Fire","  A1 Cut, A4 Strength, 05 Roar, 06 Toxic, 
10 Hidden Power, 11 Sunny Day, 17 Protect, 21 Frustration, 27 Return, 28 Dig, 31 Brick Break, 32 Double Team, 35 Flamethrower, 38 Fire Blast, 40 Aerial Ace, 42 Facade, 43 Flame Charge, 44 Rest, 45 Attract, 48 Round, 50 Overheat, 59 Incinerate, 61 Will-O-Wisp, 87 Swagger, 88 Sleep Talk, 90 Sub-stitute, 93 Wild Charge, 94 Rock Smash, 96 Nature Power ","  Body Slam, Covet, Fire Pledge, Focus 
Punch, Fury Cutter, Heat Wave , Mud-Slap, Rollout, 
Sleep Talk, Snore
"
